F, [2016-11-26T18:23:10.256941 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2016-11-26T18:23:10.256973 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2016-11-26T18:23:10.257004 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2016-11-26T18:23:10.257036 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2016-11-26T18:23:10.257067 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] puma (3.6.0) lib/puma/configuration.rb:225:in `call'
F, [2016-11-26T18:23:10.257099 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] puma (3.6.0) lib/puma/server.rb:578:in `handle_request'
F, [2016-11-26T18:23:10.257174 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] puma (3.6.0) lib/puma/server.rb:415:in `process_client'
F, [2016-11-26T18:23:10.257205 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] puma (3.6.0) lib/puma/server.rb:275:in `block in run'
F, [2016-11-26T18:23:10.257236 #7276] FATAL -- : [9efdc02a-5c36-4b21-a230-52c4e7b1c1d9] puma (3.6.0) lib/puma/thread_pool.rb:116:in `block in spawn_thread'
I, [2016-11-26T18:23:10.259888 #7276]  INFO -- : [29b5fcab-c94a-4205-9e0f-a0ffe01161c0] Started GET "/images/NoApo.png" for 192.168.1.6 at 2016-11-26 18:23:10 +0900
F, [2016-11-26T18:23:10.260774 #7276] FATAL -- : [29b5fcab-c94a-4205-9e0f-a0ffe01161c0]   
F, [2016-11-26T18:23:10.260862 #7276] FATAL -- : [29b5fcab-c94a-4205-9e0f-a0ffe01161c0] ActionController::RoutingError (No route matches [GET] "/images/NoApo.png"):
F, [2016-11-26T18:23:10.260897 #7276] FATAL -- : [29b5fcab-c94a-4205-9e0f-a0ffe01161c0]   
F, [2016-11-26T18:23:10.260931 #7276] FATAL -- : [29b5fcab-c94a-4205-9e0f-a0ffe01161c0] actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
